ccode,leaderid,country,year,current_leader,leader_id,current_leader_start_month,current_leader_start_year,current_leader_end_month,current_leader_end_year,current_p_name,create,partyage,persparty,v2paseatshare,v2exl_legitideol,v2exl_legitlead,v2exl_legitperf,gwf_duration,lpop,gdppc,l12gr,oilgasrentsgdp,priormil,pres,ivdem,leadertimeinpower,dem1990,iv2xps_party,ipolarization,iv2juhcind,iv2x_libdem,iv2x_partipdem,iv2xpa_illiberal,iv2xpa_popul,iv2paclient,iv2paind,iv2parelig,iv2pariglef,iv2paseat,demcollapse
345,345-6-2006,Federal Republic of Yugoslavia,2008,Vojislav Kostunica,345-6-2006,6,2006,7,2008,Democratic Party of Serbia,1,14,.70238376,12,.054,-.239,.799,8,15.810241,.072601371,6.1969309,.44237339,0,0,.63700002,1,.34799999,.70499998,-.28,.708,.51599997,.433,.219,.32100001,.28600001,.114,.057999998,.028000001,18.799999,0
345,345-7-2008,Serbia,2012,Mirko Cvetkovic,345-7-2008,7,2008,7,2012,Democratic Party,0,19,.5896256,,.577,-.054,1.1,12,15.789463,.073099792,1.990907,.84835005,0,0,.634,3,.34799999,.72100002,-.28,.76499999,.51800001,.426,.169,.153,.704,.80699998,1.812,-1.274,25.6,0
345,345-7-2012,Serbia,2014,Ivica Dacic,345-7-2012,7,2012,4,2014,Socialist Party of Serbia,0,21,.45803508,,.6860000000000001,1.432,1.403,14,15.779902,.073910326,1.5980723,.6805287,0,0,.59500003,1,.34799999,.708,-.28,.78100002,.472,.391,,,,,,,,0
345,345-4-2014,Serbia,2017,Aleksandar Vucic,345-4-2014,4,2014,5,2017,Serbian Progressive Party,1,6,.59488547,,.6860000000000001,1.541,1.403,17,15.764396,.077197947,3.0961003,.37313595,0,0,.43399999,2,.34799999,.62699997,-.0089999996,.51499999,.32699999,.28400001,,,,,,,,0
345,345-6-2017,Serbia,2018,Ana Brnabic,345-6-2017,6,2017,99,9999,Serbian Progressive Party,0,9,.5896256,,.6860000000000001,1.541,1.403,18,15.758932,.079129815,3.2635853,.44905701,0,0,.36700001,0,.34799999,.65100002,.052999999,-.003,.27000001,.244,,,,,,,,1
349,349-5-1992,Slovenia,2000,Janez Drnovsek,349-5-1992,5,1992,6,2000,Liberal Democratic Party of Slovenia,0,2,.71264988,37.8,-2.251,-1.369,1.269,9,14.503105,.12741321,4.3811674,.001645945,0,0,.847,7,.78200001,.77700001,-.039999999,2.1930001,.76200002,.61299998,.055,.132,-.25400001,.30500001,1.8430001,-.69300002,24.4,0
349,349-11-2000,Slovenia,2002,Janez Drnovsek,349-11-2000,11,2000,12,2002,Liberal Democratic Party of Slovenia,0,10,.51865578,37.8,-2.251,-1.451,1.269,11,14.505919,.13151038,3.2100005,.0014236456,0,0,.84299999,1,.78200001,.80800003,.48100001,1.609,.75599998,.667,.105,.145,.79100001,.67400002,1.8430001,-.49000001,37.799999,0
349,349-12-2002,Slovenia,2004,Anton Rop,349-12-2002,12,2002,12,2004,Liberal Democratic Party of Slovenia,0,12,.51865578,25.6,-1.571,-1.202,1.269,13,14.507163,.13623545,3.1378076,.0007615494,0,0,.84500003,1,.78200001,.80800003,.244,1.609,.75099999,.648,.105,.145,.79100001,.67400002,1.8430001,-.49000001,37.799999,0
349,349-12-2004,Slovenia,2008,Janez Jansa,349-12-2004,12,2004,11,2008,Slovenian Democratic Party,0,15,.51865578,31.1,-1.458,-.861,1.269,17,14.519259,.14929079,5.8965359,.00094869331,0,0,.82700002,3,.78200001,.80800003,.244,1.609,.74199998,.71600002,.60500002,.76300001,1.895,3.1010001,-.38100001,1.92,32.200001,0
349,349-11-2008,Slovenia,2012,Borut Pahor,349-11-2008,11,2008,2,2012,Social Democrats,0,15,.61429948,11.1,-1.651,-.876,1.55,21,14.536837,.14194682,.77739733,.00090126891,0,0,.87800002,3,.78200001,.80800003,.56900001,1.7309999,.74800003,.713,.067000002,.38999999,1.2819999,.99000001,1.841,-1.576,32.200001,0
349,349-2-2012,Slovenia,2013,Janez Jansa,349-2-2012,2,2012,3,2013,Slovenian Democratic Party,0,23,.51865578,28.9,-1.86,-1.209,1.55,22,14.538194,.14111862,-1.0958409,.0011271508,0,0,.85000002,0,.78200001,.84899998,.88499999,1.709,.77899998,.736,.58700001,.77399999,2.6500001,3.1010001,-.182,2.48,28.9,0
349,349-3-2013,Slovenia,2014,Alenka Bratusek,349-3-2013,3,2013,9,2014,Positive Slovenia,0,2,.67526263,31.1,-1.975,-1.851,1.55,23,14.539177,.14298815,-2.003613,.00082526216,0,0,.86199999,0,.78200001,.824,.64200002,1.999,.79000002,.704,.12,.336,1.647,2.2679999,1.862,-1.101,31.1,0
349,349-9-2014,Slovenia,2018,Miro Cerar,349-9-2014,9,2014,9,2018,Miro Cerar,1,0,1,11.1,-1.975,-1.851,1.55,27,14.544938,.1531892,3.9317265,.0032486229,0,0,.87900001,3,.78200001,.88300002,.64200002,1.999,.80299997,.708,.067000002,.19499999,1.238,.74599999,.82800001,-.044,40,0
349,349-9-2018,Slovenia,2020,Marjan Sarec,349-9-2018,9,2018,99,9999,Marjan Sarec List,1,4,.92799169,14.4,1.13,-.133,1.166,29,14.557508,.15137748,3.2893391,,0,0,.838,1,.78200001,.79299998,1.0549999,2.006,.76999998,.64700001,.071000002,.456,1.136,.75199997,.33000001,-.76999998,14.4,0
350,350-4-1990,Greece,1993,Konstantinos Mitsotakis,350-4-1990,4,1990,10,1993,New Democracy,0,16,.45803508,37,-1.138,-1.453,1.659,19,16.163109,.12436712,.90176749,.025790632,1,0,.88300002,2,.87300003,.87,.537,1.591,.79000002,.59200001,.111,.169,1.466,.90100002,-1.225,1.331,50,0
350,350-10-1993,Greece,1995,Andreas Papandreou,350-10-1993,10,1993,11,1995,PASOK,1,19,.70238376,56.7,-1.138,-1.453,1.659,21,16.172789,.12630373,-.34329584,.016820909,1,0,.88800001,1,.87300003,.87,.537,1.591,.801,.59200001,.14399999,.67400002,1.6569999,1.194,.64499998,-.75199997,56.700001,0
350,350-1-1996,Greece,2004,Kostas Simitis,350-1-1996,1,1996,3,2004,PASOK,0,22,.50618774,38.7,-1.138,-1.453,1.659,30,16.20932,.14874883,4.5424919,.0090291612,1,0,.88800001,8,.87300003,.87,.537,1.591,.80800003,.602,.101,.44999999,1.152,.92000002,.36399999,-.51599997,54,0
350,350-3-2004,Greece,2009,Kostas Karamanlis,350-3-2004,3,2004,10,2009,New Democracy,0,30,.54492342,30.3,-1.138,-1.453,1.659,35,16.223087,.15115443,1.2057972,.0040553967,1,0,.89399999,4,.87300003,.87,.041999999,1.591,.81400001,.60699999,.111,.40700001,1.466,-.092,-1.225,1.021,55.299999,0
350,350-10-2009,Greece,2011,George Papandreou,350-10-2009,10,2009,11,2011,PASOK,0,35,.45803508,53.3,-1.138,-1.453,1.659,37,16.222897,.13931154,-5.0762429,.014029809,1,0,.90499997,1,.87300003,.87,.30399999,1.591,.81699997,.61400002,.12,.53899997,1.152,-.067000002,-.041000001,.017000001,53.299999,0
350,350-6-2012,Greece,2015,Antonis Samaras,350-6-2012,6,2012,1,2015,New Democracy,0,38,.45803508,25,-1.138,-1.453,1.659,41,16.196989,.13435064,-.32966971,.0042688912,1,0,.90600002,2,.87300003,.86000001,.40400001,.88499999,.82099998,.62400001,.17200001,.331,1.0089999,.242,-1.225,1.33,43,0
350,350-9-2015,Greece,2019,Alexis Tsipras,350-9-2015,9,2015,7,2019,Syriza,1,11,.59488547,28.7,-1.138,-1.453,1.659,45,16.187769,.13781385,1.5835967,.021709677,1,0,.87800002,3,.87300003,.875,.37,1.075,.79100001,.63999999,.528,.93400002,1.841,.53299999,1.939,-1.107,48.299999,0
350,350-7-2019,Greece,2020,Mitsotakis,350-7-2019,7,2019,99,9999,New Democracy,0,45,.45803508,52.7,,,,46,16.187206,.13204548,1.8928971,,1,0,.86199999,0,.87300003,.87599999,.296,1.393,.77499998,.62800002,.147,.153,.99699998,.0089999996,-1.8150001,1.33,52.700001,0
355,355-12-1990,Bulgaria,1991,Dimitar Popov,355-12-1990,12,1990,11,1991,N/A,1,0,1,,-1.845,-2.643,1.186,1,15.971029,.063355528,-4.8074493,.027364675,0,0,.47400001,0,.47400001,.73299998,.193,-.081,.40200001,.317,,,,,,,,0
355,355-11-1991,Bulgaria,1992,Philip Dimitrov,355-11-1991,11,1991,12,1992,Union of Democratic Forces,0,2,.54492342,45.8,-1.845,-2.643,1.186,2,15.960291,.061336774,-7.4986382,.02754546,0,0,.62400001,0,.47400001,.73299998,.193,.428,.51700002,.396,.061000001,.27000001,-1.3890001,-2.1589999,1.6950001,1.79,45.799999,0
355,355-12-1992,Bulgaria,1994,Lyuben Berov,355-12-1992,12,1992,10,1994,Movement for Rights and Freedoms,0,2,.69632649,6.3,-1.845,-2.643,1.186,4,15.948918,.061782356,-3.4812386,.032658186,0,0,.69700003,1,.47400001,.73299998,.193,1.098,.60299999,.447,.061000001,.178,.30000001,1.696,1.734,-.41600001,10,0
355,355-1-1995,Bulgaria,1997,Zhan Vasilev Videnov,355-1-1995,1,1995,2,1997,Bulgarian Socialist Party,0,5,.54492342,,-1.845,-2.643,1.186,7,15.933219,.059983239,4.5317783,.02008342,0,0,.69400001,2,.47400001,.73299998,.32100001,1.098,.60000002,.44299999,,,,,,,,0
355,355-5-1997,Bulgaria,2001,Ivan Kostov,355-5-1997,5,1997,7,2001,Union of Democratic Forces,0,8,.45803508,28.8,-2.129,-.587,1.459,11,15.896094,.062331956,-1.3880087,.019401608,0,0,.71499997,3,.47400001,.74599999,.65100002,1.098,.62,.45699999,.057999998,.296,-1.04,-2.1589999,1.6950001,1.7920001,28.799999,0
355,355-7-2001,Bulgaria,2005,Simeon Borisov Saxe-Coburg-Gotha,355-7-2001,7,2001,8,2005,The National Movement for Stability and Progress,1,0,.89065653,22.1,-2.129,-1.082,1.698,15,15.851388,.071852706,6.695734,.10154126,0,0,.72000003,3,.47400001,.73400003,-1.288,1.098,.611,.44400001,.046999998,.26100001,-.76200002,1.848,1.072,.23999999,50,0
355,355-8-2005,Bulgaria,2009,Sergei Stanishev,355-8-2005,8,2005,7,2009,Bulgarian Socialist Party,0,15,.54492342,,-2.166,-1.343,1.698,19,15.822978,.078716688,7.1207538,.021799451,0,0,.71100003,3,.47400001,.71200001,-1.617,1.098,.61900002,.44800001,,,,,,,,0
355,355-7-2009,Bulgaria,2013,Boyko Borisov,355-7-2009,7,2009,3,2013,Citizens for European Development of Bulgaria,1,3,.8463878,40.4,-2.257,-.948,1.603,23,15.798594,.081115894,2.0491145,.095832147,0,0,.70700002,3,.47400001,.69800001,-1.4680001,1.098,.60600001,.44999999,.133,.65899998,-.75099999,.60000002,1.076,-.40400001,48.299999,0
355,355-5-2013,Bulgaria,2014,Plamen Oresharski,355-5-2013,5,2013,8,2014,Bulgarian Socialist Party,0,23,.50618774,,-2.257,-.948,1.663,24,15.792911,.08211004,.66889685,.060344104,0,0,.671,0,.47400001,.68599999,-.65700001,.94099998,.56099999,.47499999,,,,,,,,0
355,355-11-2014,Bulgaria,2017,Boyko Borisov,355-11-2014,11,2014,1,2017,Citizens for European Development of Bulgaria,1,8,.73206455,39.6,-1.464,-.646,1.663,27,15.772212,.087700859,3.9275882,.021459511,0,0,.67299998,2,.47400001,.68599999,-.67400002,1.393,.565,.479,.177,.419,.227,.60000002,1.076,-.161,35,0
355,355-5-2017,Bulgaria,2020,Boyko Borisov,355-5-2017,5,2017,99,9999,Citizens for European Development of Bulgaria,1,11,.73206455,39.6,-1.464,-.604,2.421,30,15.751949,.089720786,4.1006136,,0,0,.63099998,2,.47400001,.72100002,-.662,.93800002,.53200001,.46399999,.177,.45199999,.67900002,1.277,1.076,.23100001,39.599998,0
359,359-6-1989,Moldova,1996,Mircea Snegur,359-6-1989,7,1989,1,1997,Party of Rebirth and Conciliation of Moldova,0,0,.69632649,53.8,-1.049,-.9350000000000001,-.801,5,14.896095,.037640292,,.026195975,0,0,.426,,.426,,,,,,,,,,,,,0
359,359-1-1997,Moldova,2001,Petru Lucinschi,359-1-1997,1,1997,4,2001,"Electoral Bloc ""For a Democratic and Prosperous Moldova""",0,7,.54492342,53.8,-.953,-.492,-.752,10,14.886152,.037723683,-.45041084,.028211033,0,0,.611,4,.426,.51300001,-1.224,.58099997,.428,.34200001,.461,.16,1.941,.22,1.6670001,-.57200003,53.799999,0
359,359-4-2001,Moldova,2008,Vasile Tarlev,359-4-2001,4,2001,3,2008,Party of Communists of the Republic of Moldova,0,7,.78168726,55.4,-.911,-.42,-.269,17,14.869113,.047273438,4.1653156,.093682103,0,0,.52899998,6,.426,.597,-.85399997,.43900001,.37400001,.31,.88099998,.15700001,1.6,1.01,1.8099999,-1.6440001,70.300003,0
359,359-3-2008,Moldova,2009,Zinaida Greceanii,359-3-2008,3,2008,9,2009,Party of Communists of the Republic of Moldova,0,14,.50618774,47.5,-1.315,-1.204,-.269,18,14.86785,.045862235,5.6221819,.063784949,0,0,.46200001,0,.426,.60100001,.152,.43900001,.361,.26800001,.95599997,.15700001,1.6,1.01,1.8099999,-1.6440001,47.5,0
359,359-9-2009,Moldova,2013,Vladimir Filat,359-9-2009,9,2009,4,2013,Liberal Democratic Party of Moldova,1,2,.70238376,31.7,-1.54,-1.275,-.386,22,14.865874,.050883312,2.651335,.041213244,0,0,.58999997,3,.426,.648,.59200001,.43900001,.38499999,.292,.33500001,.152,.32499999,.56999999,.83600003,.99800003,31.700001,0
359,359-4-2013,Moldova,2015,Iurie Leanca,359-4-2013,4,2013,2,2015,Liberal Democratic Party of Moldova,0,6,.57136124,22.8,-1.74,-1.788,.026,24,14.857387,.052272912,7.0683661,.01362819,0,0,.66799998,1,.426,.65200001,-.93699998,1.148,.55500001,.43599999,.33500001,.30000001,2.3659999,.56999999,.83899999,.47299999,22.799999,0
359,359-1-2016,Moldova,2019,Pavel Filip,359-1-2016,1,2016,6,2019,Democratic Party of Moldova,0,19,.5896256,29.7,-1.311,-.878,.833,28,14.795705,.058602795,6.2932963,0,0,0,.58399999,3,.426,.58700001,-.42500001,1.058,.48800001,.38,.653,.37099999,2.4519999,.186,1.807,.42300001,18.799999,0
359,359-11-2019,Moldova,2020,Ion Chicu,359-11-2019,11,2019,99,9999,Party of Socialists of the Republic of Moldova,0,22,.5896256,34.7,-.004,-1.092,-.09,29,14.778873,.057012256,5.7375655,,0,0,.602,0,.426,.66600001,.088,1.0930001,.44999999,.38499999,.72500002,.56900001,2.543,.071999997,.47799999,-1.608,34.700001,0
360,360-12-1989,Romania,1991,Petre Roman,360-12-1989,12,1989,10,1991,National Salvation Front,1,0,.89065653,66.40000000000001,-1.774,-1.962,.452,1,16.951056,.066250801,,1.3157002,0,0,.43799999,0,.43799999,.72100002,1.318,-1.546,.243,.23,.84200001,.35499999,1.726,.88099998,.38,-.45199999,66.400002,0
360,360-10-1991,Romania,1992,Theodor Dumitru Stolojan,360-10-1991,10,1991,11,1992,National Salvation Front,0,2,.5896256,12.6,-1.774,-1.962,.452,2,16.94202,.063566513,-12.158442,1.2518783,0,0,.53899997,0,.43799999,.72100002,1.318,-.93699998,.31900001,.28099999,.32800001,.24600001,.34999999,.197,.38,-.18700001,12.6,0
360,360-11-1992,Romania,1996,Nicolae Vacaroiu,360-11-1992,11,1992,12,1996,Democratic National Salvation Front,0,0,.69632649,2.9,-1.774,-1.916,.452,6,16.934301,.068869755,5.2659035,1.1006818,0,0,.57099998,3,.43799999,.72100002,.83700001,-.294,.345,.34599999,.33500001,.50599998,.85399997,-.48300001,.048999999,-.60699999,2.9000001,0
360,360-12-1996,Romania,1998,Victor Ciorbea,360-12-1996,12,1996,3,1998,Christian-Democratic National Peasants' Party,0,6,.64567494,24.2,-1.774,-1.916,.452,8,16.929352,.066658668,-.18360394,.36097434,0,0,.61799997,1,.43799999,.62099999,.72000003,-.294,.41299999,.373,.116,.156,-.49700001,-2.1159999,-1.2460001,.89999998,24.200001,0
360,360-4-1998,Romania,1999,Radu Vasile,360-4-1998,4,1998,12,1999,Christian-Democratic National Peasants' Party,0,8,.54492342,24.2,-1.774,-1.916,.452,9,16.927782,.06658525,-3.2007773,.73007333,0,0,.61799997,0,.43799999,.68400002,.53100002,-.294,.44,.391,.116,.156,-.49700001,-2.1159999,-1.2460001,.89999998,24.200001,0
360,360-12-2000,Romania,2004,Adrian Nastase,360-12-2000,12,2000,12,2004,Social Democratic Party,0,0,.54492342,,-1.774,-1.916,.452,14,16.881317,.07733956,5.3689165,1.0102569,0,0,.61299998,3,.43799999,.72299999,.1,-.294,.43399999,.382,.266,.505,.852,-.0080000004,.052999999,-1.061,,0
360,360-12-2004,Romania,2014,Traian Basescu,360-12-2004,12,2004,12,2014,Democratic Liberal Party,0,11,.42101812,14.5,-1.774,-1.916,.452,24,16.806681,.093118072,3.3264723,.80652606,0,0,.60900003,9,.43799999,.83499998,.198,.37200001,.449,.403,.24600001,.33700001,.64600003,1.5880001,.057,.86299998,14.5,0
360,360-12-2014,Romania,2020,Klaus Iohannis,360-12-2014,12,2014,99,9999,National Liberal Party,0,24,.58702099,21,-2.554,-3.217,.452,30,16.774897,.10406795,4.9143496,,0,0,.71100003,5,.43799999,.85799998,.338,2.4189999,.56099999,.46900001,.090999998,.164,.67500001,-1.226,-.52499998,1.2589999,24.299999,0
365,365-6-1991,Russia,1993,Boris Nikolayevich Yeltsin,365-6-1991,6,1991,12,1999,Democratic Party of Russia,0,1,.59990168,3.4,-.873,-.487,.71,2,18.815819,.08408647,-9.966341,1.9269395,0,0,.509,1,.25400001,.69400001,.71600002,-1.091,.12899999,.15700001,.34099999,.40099999,-.94800001,-.51800001,1.633,.87599999,3.4000001,1
366,355-11-1994,Estonia,1995,Andres Tarand,355-11-1994,11,1994,4,1995,The Moderates Party,0,4,.57136124,5.9,-1.28,-2.492,.5639999999999999,4,14.177814,.084467694,,.047057182,0,0,.87300003,0,.59100002,.648,-1.6109999,1.609,.80299997,.63,.027000001,.105,-2.0599999,-2.3069999,1.714,-.611,5.9000001,0
366,366-4-1995,Estonia,1997,Tiit Vähi,366-4-1995,4,1995,3,1997,Estonian Coalition Party,1,4,.62069833,,-1.28,-2.492,.5639999999999999,6,14.15165,.093214594,6.5027843,.057419341,0,0,.87,1,.59100002,.727,-1.6109999,1.609,.801,.62599999,.059,.13,-.75199997,-.73799998,1.727,.81300002,,0
366,366-3-1997,Estonia,1999,Mart Siimann,366-3-1997,3,1997,3,1999,Estonian Coalition Party,0,6,.71264988,6.9,-1.28,-2.492,.5639999999999999,8,14.14499,.095330194,9.8470554,.046926349,0,0,.87,1,.59100002,.74599999,-1.6109999,1.609,.80500001,.616,.059,.13,-.75199997,-.73799998,1.727,.81300002,,0
366,366-3-1999,Estonia,2001,Mart Laar,366-3-1999,3,1999,3,2001,Pro Patria Union,0,4,.61429948,17.8,-1.28,-2.492,.5639999999999999,10,14.143457,.10306068,4.4192972,.065077178,0,0,.87400001,1,.59100002,.84899998,-1.6109999,1.609,.80900002,.61199999,.037,.075999998,-1.461,-1.421,.55800003,2.0899999,17.799999,0
366,366-1-2002,Estonia,2003,Siim Kallas,366-1-2002,1,2002,4,2003,Estonian Reform Party,1,8,.66971302,18.8,-1.28,-2.492,.5639999999999999,12,14.130847,.11116432,7.0654368,.093462862,0,0,.875,1,.59100002,.85100001,-1.251,1.609,.81300002,.61000001,.025,.074000001,-.94099998,-1.6670001,1.697,1.847,17.799999,0
366,366-4-2003,Estonia,2005,Juhan Parts,366-4-2003,4,2003,4,2005,Res Publica,0,14,.71264988,27.7,-1.28,-2.492,.86,14,14.119146,.12093595,7.8610644,.14295357,0,0,.87300003,1,.59100002,.87099999,-1.319,1.609,.81199998,.64499998,.028999999,.37099999,-1.2690001,-2.6700001,1.562,1.591,27.700001,0
366,366-4-2005,Estonia,2014,Andrus Ansip,366-4-2005,4,2005,3,2014,Estonian Reform Party,0,11,.51865578,32.7,-1.529,-2.492,.544,23,14.089001,.13072784,2.7092581,.45597804,0,0,.87099999,8,.59100002,.87099999,-1.319,1.609,.81099999,.63999999,.025,.074000001,-.94099998,-1.67,1.697,1.66,18.799999,0
366,366-3-2014,Estonia,2016,Taavi Rõivas,366-3-2014,3,2014,11,2016,Estonian Reform Party,0,20,.47911665,29.7,-1.529,-3.228,.544,25,14.089948,.13393554,2.5340748,.18931936,0,0,.89200002,1,.59100002,.91299999,-2,1.609,.82700002,.61299998,.037999999,.072999999,-.95599997,-1.898,1.697,1.557,29.700001,0
366,366-11-2016,Estonia,2020,Juri Ratas,366-11-2016,11,2016,99,9999,Centre Party,0,25,.62590367,25.7,-.953,-2.618,.544,29,14.101484,.14048383,3.7411544,,0,0,.90499997,3,.59100002,.91299999,-1.646,1.609,.85299999,.639,.15800001,.43000001,-.75599998,.88800001,1.738,-.93300003,26.700001,0
367,367-9-1994,Latvia,1995,Māris Gailis,367-9-1994,9,1994,12,1995,The Latvian Way,1,1,.73520601,17,-.803,-1.14,.754,4,14.725805,.070134372,,0,0,0,.80900002,0,.60500002,.69599998,-.79799998,1.383,.68800002,.523,.056000002,.183,-.83099997,-1.278,1.709,.958,17,0
367,367-12-1995,Latvia,1997,Andre Škéle,367-12-1995,12,1995,8,1997,N/A,1,0,1,,-.916,-.882,.854,6,14.704575,.07490167,3.7500825,0,0,0,.80500001,1,.60500002,.69599998,-.79799998,1.586,.68000001,.52999997,,,,,,,,0
367,367-8-1997,Latvia,1998,Guntars Krasts,367-8-1997,8,1997,11,1998,TB/LNNK,0,0,.66389072,17,-1.054,-1.142,.854,7,14.695146,.077604875,6.8386316,0,0,0,.81800002,0,.60500002,.62199998,-1.434,1.903,.69999999,.54100001,.061000001,.34799999,-1.574,-1.515,.89999998,1.0829999,17,0
367,367-11-1998,Latvia,1999,Vilis Kristopans,367-11-1998,11,1998,7,1999,The Latvian Way,0,5,.61429948,21,-1.054,-1.142,.854,8,14.687006,.078982063,8.6352577,0,0,0,.815,0,.60500002,.62199998,-1.434,1.903,.699,.57200003,.056000002,.15800001,-.98799998,-1.278,1.709,.958,21,0
367,367-7-1999,Latvia,2000,Andre Škéle,367-7-1999,7,1999,5,2000,People's Party,1,1,.91128904,24,-.978,-1.272,1.014,9,14.677366,.081583351,5.4696622,0,0,0,.81800002,0,.60500002,.68000001,-1.434,1.903,.69999999,.57099998,.155,.28400001,-1.038,.498,1.6849999,.759,24,0
367,367-5-2000,Latvia,2002,Andris Berzins,367-5-2000,5,2000,11,2002,The Latvian Way,0,7,.55902272,21,-.978,-.962,1.014,11,14.652833,.088125564,7.2048488,0,0,0,.81800002,1,.60500002,.70099998,-1.771,1.903,.708,.57099998,.056000002,.15800001,-.98799998,-1.278,1.709,.958,21,0
367,367-11-2002,Latvia,2004,Einars Repse,367-11-2002,11,2002,3,2004,New Era Party,1,0,.91128904,26,-.978,-1.465,1.014,13,14.632256,.09657646,8.9069452,0,0,0,.82300001,1,.60500002,.70099998,-2.0699999,1.903,.71700001,.56999999,.090000004,.49399999,-2.079,.85799998,1.688,1.933,26,0
367,367-12-2004,Latvia,2007,Aigars Kalvitis,367-12-2004,12,2004,12,2007,People's Party,0,6,.51865578,23,-.978,-1.465,1.014,16,14.604115,.11440296,12.457514,0,0,0,.82300001,2,.60500002,.70099998,-2.0699999,1.903,.72399998,.59799999,.118,.26699999,-.89999998,.27000001,1.6849999,.759,20,0
367,367-12-2007,Latvia,2009,Ivars Godmanis,367-12-2007,12,2007,3,2009,Latvia's First Party and Latvia's Way Union,0,0,.71264988,10,-.855,-1.465,1.014,18,14.577096,.10557204,4.3117118,0,0,0,.78299999,1,.60500002,.71499997,-2.619,1.903,.68400002,.565,.046,.264,-1.132,-1.145,-.54000002,1.0369999,10,0
367,367-3-2009,Latvia,2013,Valdis Dombrovskis,367-3-2009,3,2009,1,2014,New Unity Party,0,7,.57136124,,-.855,-1.465,1.066,22,14.514961,.11346633,6.4111094,0,0,0,.79000002,3,.60500002,.73199999,-2.619,2.023,.69,.59799999,,,,,,,,0
367,367-1-2014,Latvia,2015,Laimdota Straujuma,367-1-2014,1,2014,12,2015,New Unity Party,0,3,.78168726,23,-.972,-2.067,1.066,24,14.497357,.11736526,2.9867268,0,0,0,.83200002,1,.60500002,.75599998,-2.293,2.8340001,.74000001,.65799999,.067000002,.093000002,-2.0190001,-1.54,1.732,1.33,23,0
367,367-2-2016,Latvia,2018,Maris Kucinskis,367-2-2016,2,2016,1,2019,Greens' and Farmers' Union,0,14,.67526263,11,-.972,-2.067,1.066,27,14.471565,.12466566,3.7700772,0,0,0,.84200001,2,.60500002,.74900001,-2.599,2.8340001,.76099998,.66299999,.108,.17900001,-1.124,.20299999,1.719,.094999999,21,0
367,367-1-2019,Latvia,2020,Arturs Karins,367-1-2019,1,2019,99,9999,New Unity Party,0,8,.71264988,8,-.597,-2.794,1.066,29,14.458179,.12445049,4.0010934,,0,0,.833,1,.60500002,.73500001,-3.0829999,3.3640001,.74900001,.597,.067000002,.123,-2.0190001,-1.483,1.732,1.33,8,0
368,368-12-1992,Lithuania,1998,Algirdas Mykolas Brazauskas,368-12-1992,11,1992,2,1998,Lithuanian Democratic Labor Party,1,3,.91128904,8.800000000000001,-1.513,-1.788,.759,7,15.08227,.078585237,7.5370526,.03444216,0,0,.82599998,5,.79900002,.77899998,-1.084,1.1799999,.72500002,.52499998,.067000002,.21799999,-1.86,.43799999,1.886,-1.3559999,51.799999,0
368,368-2-1998,Lithuania,2003,Valdas Adamkus,368-2-1998,2,1998,2,2003,Lithuanian Centre Union,0,6,.72579235,9.5,-1.737,-1.658,.759,12,15.043751,.090953156,7.5096736,.19805084,0,0,.83099997,4,.79900002,.77999997,-1.605,1.784,.76599997,.61799997,.043000001,.29499999,-2.921,-.289,.884,.63599998,9.5,0
368,368-2-2003,Lithuania,2004,Rolandas Paksas,368-2-2003,2,2003,4,2004,Liberal Democratic Party,1,1,.91128904,7.1,-1.737,-1.94,1.036,13,15.03252,.094421908,9.539772,.17828628,0,0,.83200002,0,.79900002,.80900002,-2.526,1.784,.76999998,.61699998,.126,.79400003,-.37900001,3.1800001,.67699999,.014,7.0999999,0
368,368-7-2004,Lithuania,2009,Valdas Adamkus,368-7-2004,7,2004,7,2009,Liberal and Centre Union,0,1,.62590367,5.7,-1.737,-1.794,.954,18,14.967005,.10341899,8.0552454,.061950121,0,0,.83099997,4,.79900002,.80900002,-2.888,1.784,.77200001,.61299998,.026000001,.083999999,-1.427,-.163,1.874,1.326,12.8,0
368,368-7-2009,Lithuania,2019,Dalia Grybauskaite,368-7-2009,7,2009,7,2019,Homeland Union-Lithuanian Christian Democrats,0,1,.78168726,22,-1.686,-1.731,.954,28,14.843034,.13109642,5.3707004,.048214074,0,0,.85299999,9,.79900002,.80900002,-2.888,1.784,.79500002,.61900002,.072999999,.127,-1.2180001,.71100003,1.243,1.077,31.9,0
368,368-7-2019,Lithuania,2020,Gitanas Nauseda,368-7-2019,7,2019,99,9999,N/A,1,0,.89065653,,-1.852,-2.007,.954,29,14.843235,.13051049,4.9206519,,0,0,.82700002,0,.79900002,.829,-2.54,2.687,.764,.63,,,,,,,,0
369,369-8-1991,Ukraine,1994,Leonid Kravchuk,369-8-1991,8,1991,7,1994,Sovereign Communists/Party of Power,0,0,.69632649,,-1.26,-1.33,.646,3,17.765242,.046547588,-12.116004,.58879846,0,1,.551,2,.43799999,.62199998,-1.984,-.56,.28099999,.249,,,,,,,,0
369,369-7-1994,Ukraine,2004,Leonid Kuchma,369-7-1994,7,1994,1,2005,People's Democratic Party of Ukraine (NDP),1,0,.89065653,,-1.1,-.546,1.111,13,17.67522,.051562473,8.3308573,1.0168824,0,1,.56800002,9,.43799999,.42699999,-2.24,-.84500003,.37599999,.31600001,,,,,,,,0
